Nama_Tanaman,Kecamatan,pH_Tanah,Suhu_C,Curah_Hujan_mm,Elevasi_mdpl,Ketersediaan_Air,Intensitas_Matahari_jam,Nama_Varietas,Nama_Varietas_Encoded,Nama_Tanaman_Encoded,Kecamatan_Encoded
Ketimun,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Hercules F1,10,6,19
Ketimun,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Hercules F1,10,6,14
Ketimun,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Hercules F1,10,6,15
Ketimun,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Hercules F1,10,6,2
Ketimun,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Hercules F1,10,6,6
Ketimun,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Hercules F1,10,6,21
Ketimun,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Hercules F1,10,6,23
Ketimun,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Hercules F1,10,6,5
Ketimun,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Hercules F1,10,6,11
Ketimun,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Hercules F1,10,6,10
Ketimun,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Hercules F1,10,6,16
Ketimun,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Hercules F1,10,6,17
Ketimun,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Hercules F1,10,6,3
Ketimun,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Hercules F1,10,6,24
Ketimun,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Hercules F1,10,6,7
Ketimun,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Hercules F1,10,6,20
Ketimun,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Hercules F1,10,6,0
Ketimun,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Hercules F1,10,6,1
Ketimun,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Hercules F1,10,6,9
Ketimun,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Hercules F1,10,6,25
Ketimun,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Hercules F1,10,6,13
Ketimun,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Hercules F1,10,6,18
Ketimun,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Hercules F1,10,6,22
Ketimun,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Hercules F1,10,6,26
Ketimun,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Hercules F1,10,6,8
Ketimun,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Hercules F1,10,6,12
Ketimun,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Hercules F1,10,6,4
Ketimun,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Mercy F1,19,6,19
Ketimun,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Mercy F1,19,6,14
Ketimun,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Mercy F1,19,6,15
Ketimun,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Mercy F1,19,6,2
Ketimun,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Mercy F1,19,6,6
Ketimun,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Mercy F1,19,6,21
Ketimun,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Mercy F1,19,6,23
Ketimun,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Mercy F1,19,6,5
Ketimun,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Mercy F1,19,6,11
Ketimun,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Mercy F1,19,6,10
Ketimun,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Mercy F1,19,6,16
Ketimun,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Mercy F1,19,6,17
Ketimun,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Mercy F1,19,6,3
Ketimun,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Mercy F1,19,6,24
Ketimun,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Mercy F1,19,6,7
Ketimun,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Mercy F1,19,6,20
Ketimun,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Mercy F1,19,6,0
Ketimun,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Mercy F1,19,6,1
Ketimun,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Mercy F1,19,6,9
Ketimun,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Mercy F1,19,6,25
Ketimun,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Mercy F1,19,6,13
Ketimun,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Mercy F1,19,6,18
Ketimun,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Mercy F1,19,6,22
Ketimun,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Mercy F1,19,6,26
Ketimun,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Mercy F1,19,6,8
Ketimun,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Mercy F1,19,6,12
Ketimun,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Mercy F1,19,6,4
Ketimun,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Roman F1,23,6,19
Ketimun,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Roman F1,23,6,14
Ketimun,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Roman F1,23,6,15
Ketimun,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Roman F1,23,6,2
Ketimun,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Roman F1,23,6,6
Ketimun,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Roman F1,23,6,21
Ketimun,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Roman F1,23,6,23
Ketimun,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Roman F1,23,6,5
Ketimun,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Roman F1,23,6,11
Ketimun,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Roman F1,23,6,10
Ketimun,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Roman F1,23,6,16
Ketimun,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Roman F1,23,6,17
Ketimun,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Roman F1,23,6,3
Ketimun,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Roman F1,23,6,24
Ketimun,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Roman F1,23,6,7
Ketimun,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Roman F1,23,6,20
Ketimun,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Roman F1,23,6,0
Ketimun,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Roman F1,23,6,1
Ketimun,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Roman F1,23,6,9
Ketimun,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Roman F1,23,6,25
Ketimun,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Roman F1,23,6,13
Ketimun,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Roman F1,23,6,18
Ketimun,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Roman F1,23,6,22
Ketimun,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Roman F1,23,6,26
Ketimun,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Roman F1,23,6,8
Ketimun,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Roman F1,23,6,12
Ketimun,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Roman F1,23,6,4
Kacang Panjang,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Parade Tavi,21,4,19
Kacang Panjang,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Parade Tavi,21,4,14
Kacang Panjang,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Parade Tavi,21,4,15
Kacang Panjang,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Parade Tavi,21,4,2
Kacang Panjang,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Parade Tavi,21,4,6
Kacang Panjang,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Parade Tavi,21,4,21
Kacang Panjang,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Parade Tavi,21,4,23
Kacang Panjang,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Parade Tavi,21,4,5
Kacang Panjang,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Parade Tavi,21,4,11
Kacang Panjang,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Parade Tavi,21,4,10
Kacang Panjang,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Parade Tavi,21,4,16
Kacang Panjang,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Parade Tavi,21,4,17
Kacang Panjang,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Parade Tavi,21,4,3
Kacang Panjang,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Parade Tavi,21,4,24
Kacang Panjang,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Parade Tavi,21,4,7
Kacang Panjang,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Parade Tavi,21,4,20
Kacang Panjang,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Parade Tavi,21,4,0
Kacang Panjang,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Parade Tavi,21,4,1
Kacang Panjang,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Parade Tavi,21,4,9
Kacang Panjang,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Parade Tavi,21,4,25
Kacang Panjang,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Parade Tavi,21,4,13
Kacang Panjang,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Parade Tavi,21,4,18
Kacang Panjang,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Parade Tavi,21,4,22
Kacang Panjang,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Parade Tavi,21,4,26
Kacang Panjang,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Parade Tavi,21,4,8
Kacang Panjang,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Parade Tavi,21,4,12
Kacang Panjang,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Parade Tavi,21,4,4
Kacang Panjang,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Kanton Tavi,13,4,19
Kacang Panjang,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Kanton Tavi,13,4,14
Kacang Panjang,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Kanton Tavi,13,4,15
Kacang Panjang,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Kanton Tavi,13,4,2
Kacang Panjang,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Kanton Tavi,13,4,6
Kacang Panjang,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Kanton Tavi,13,4,21
Kacang Panjang,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Kanton Tavi,13,4,23
Kacang Panjang,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Kanton Tavi,13,4,5
Kacang Panjang,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Kanton Tavi,13,4,11
Kacang Panjang,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Kanton Tavi,13,4,10
Kacang Panjang,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Kanton Tavi,13,4,16
Kacang Panjang,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Kanton Tavi,13,4,17
Kacang Panjang,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Kanton Tavi,13,4,3
Kacang Panjang,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Kanton Tavi,13,4,24
Kacang Panjang,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Kanton Tavi,13,4,7
Kacang Panjang,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Kanton Tavi,13,4,20
Kacang Panjang,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Kanton Tavi,13,4,0
Kacang Panjang,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Kanton Tavi,13,4,1
Kacang Panjang,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Kanton Tavi,13,4,9
Kacang Panjang,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Kanton Tavi,13,4,25
Kacang Panjang,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Kanton Tavi,13,4,13
Kacang Panjang,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Kanton Tavi,13,4,18
Kacang Panjang,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Kanton Tavi,13,4,22
Kacang Panjang,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Kanton Tavi,13,4,26
Kacang Panjang,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Kanton Tavi,13,4,8
Kacang Panjang,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Kanton Tavi,13,4,12
Kacang Panjang,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Kanton Tavi,13,4,4
Kacang Panjang,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,KP-1,12,4,19
Kacang Panjang,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,KP-1,12,4,14
Kacang Panjang,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,KP-1,12,4,15
Kacang Panjang,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,KP-1,12,4,2
Kacang Panjang,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,KP-1,12,4,6
Kacang Panjang,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,KP-1,12,4,21
Kacang Panjang,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,KP-1,12,4,23
Kacang Panjang,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,KP-1,12,4,5
Kacang Panjang,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,KP-1,12,4,11
Kacang Panjang,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,KP-1,12,4,10
Kacang Panjang,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,KP-1,12,4,16
Kacang Panjang,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,KP-1,12,4,17
Kacang Panjang,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,KP-1,12,4,3
Kacang Panjang,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,KP-1,12,4,24
Kacang Panjang,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,KP-1,12,4,7
Kacang Panjang,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,KP-1,12,4,20
Kacang Panjang,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,KP-1,12,4,0
Kacang Panjang,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,KP-1,12,4,1
Kacang Panjang,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,KP-1,12,4,9
Kacang Panjang,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,KP-1,12,4,25
Kacang Panjang,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,KP-1,12,4,13
Kacang Panjang,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,KP-1,12,4,18
Kacang Panjang,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,KP-1,12,4,22
Kacang Panjang,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,KP-1,12,4,26
Kacang Panjang,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,KP-1,12,4,8
Kacang Panjang,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,KP-1,12,4,12
Kacang Panjang,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,KP-1,12,4,4
Kangkung,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Bangkok LP-1,3,5,19
Kangkung,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Bangkok LP-1,3,5,14
Kangkung,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Bangkok LP-1,3,5,15
Kangkung,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Bangkok LP-1,3,5,2
Kangkung,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Bangkok LP-1,3,5,6
Kangkung,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Bangkok LP-1,3,5,21
Kangkung,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Bangkok LP-1,3,5,23
Kangkung,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Bangkok LP-1,3,5,5
Kangkung,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Bangkok LP-1,3,5,11
Kangkung,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Bangkok LP-1,3,5,10
Kangkung,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Bangkok LP-1,3,5,16
Kangkung,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Bangkok LP-1,3,5,17
Kangkung,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Bangkok LP-1,3,5,3
Kangkung,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Bangkok LP-1,3,5,24
Kangkung,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Bangkok LP-1,3,5,7
Kangkung,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Bangkok LP-1,3,5,20
Kangkung,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Bangkok LP-1,3,5,0
Kangkung,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Bangkok LP-1,3,5,1
Kangkung,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Bangkok LP-1,3,5,9
Kangkung,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Bangkok LP-1,3,5,25
Kangkung,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Bangkok LP-1,3,5,13
Kangkung,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Bangkok LP-1,3,5,18
Kangkung,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Bangkok LP-1,3,5,22
Kangkung,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Bangkok LP-1,3,5,26
Kangkung,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Bangkok LP-1,3,5,8
Kangkung,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Bangkok LP-1,3,5,12
Kangkung,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Bangkok LP-1,3,5,4
Kangkung,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Bisi Kangkung,5,5,19
Kangkung,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Bisi Kangkung,5,5,14
Kangkung,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Bisi Kangkung,5,5,15
Kangkung,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Bisi Kangkung,5,5,2
Kangkung,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Bisi Kangkung,5,5,6
Kangkung,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Bisi Kangkung,5,5,21
Kangkung,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Bisi Kangkung,5,5,23
Kangkung,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Bisi Kangkung,5,5,5
Kangkung,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Bisi Kangkung,5,5,11
Kangkung,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Bisi Kangkung,5,5,10
Kangkung,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Bisi Kangkung,5,5,16
Kangkung,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Bisi Kangkung,5,5,17
Kangkung,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Bisi Kangkung,5,5,3
Kangkung,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Bisi Kangkung,5,5,24
Kangkung,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Bisi Kangkung,5,5,7
Kangkung,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Bisi Kangkung,5,5,20
Kangkung,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Bisi Kangkung,5,5,0
Kangkung,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Bisi Kangkung,5,5,1
Kangkung,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Bisi Kangkung,5,5,9
Kangkung,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Bisi Kangkung,5,5,25
Kangkung,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Bisi Kangkung,5,5,13
Kangkung,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Bisi Kangkung,5,5,18
Kangkung,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Bisi Kangkung,5,5,22
Kangkung,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Bisi Kangkung,5,5,26
Kangkung,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Bisi Kangkung,5,5,8
Kangkung,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Bisi Kangkung,5,5,12
Kangkung,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Bisi Kangkung,5,5,4
Kangkung,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Sutra,26,5,19
Kangkung,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Sutra,26,5,14
Kangkung,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Sutra,26,5,15
Kangkung,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Sutra,26,5,2
Kangkung,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Sutra,26,5,6
Kangkung,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Sutra,26,5,21
Kangkung,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Sutra,26,5,23
Kangkung,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Sutra,26,5,5
Kangkung,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Sutra,26,5,11
Kangkung,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Sutra,26,5,10
Kangkung,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Sutra,26,5,16
Kangkung,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Sutra,26,5,17
Kangkung,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Sutra,26,5,3
Kangkung,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Sutra,26,5,24
Kangkung,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Sutra,26,5,7
Kangkung,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Sutra,26,5,20
Kangkung,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Sutra,26,5,0
Kangkung,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Sutra,26,5,1
Kangkung,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Sutra,26,5,9
Kangkung,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Sutra,26,5,25
Kangkung,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Sutra,26,5,13
Kangkung,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Sutra,26,5,18
Kangkung,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Sutra,26,5,22
Kangkung,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Sutra,26,5,26
Kangkung,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Sutra,26,5,8
Kangkung,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Sutra,26,5,12
Kangkung,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Sutra,26,5,4
Terung,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Mustang F1,20,8,19
Terung,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Mustang F1,20,8,14
Terung,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Mustang F1,20,8,15
Terung,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Mustang F1,20,8,2
Terung,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Mustang F1,20,8,6
Terung,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Mustang F1,20,8,21
Terung,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Mustang F1,20,8,23
Terung,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Mustang F1,20,8,5
Terung,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Mustang F1,20,8,11
Terung,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Mustang F1,20,8,10
Terung,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Mustang F1,20,8,16
