Nama_Tanaman,Kecamatan,pH_Tanah,Suhu_C,Curah_Hujan_mm,Elevasi_mdpl,Ketersediaan_Air,Intensitas_Matahari_jam,Nama_Varietas,Nama_Varietas_Encoded,Nama_Tanaman_Encoded,Kecamatan_Encoded
Bayam,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Bangkok,2,0,21
Bayam,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Bangkok,2,0,23
Bayam,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Bangkok,2,0,5
Bayam,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Bangkok,2,0,11
Bayam,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Bangkok,2,0,10
Bayam,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Bangkok,2,0,16
Bayam,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Bangkok,2,0,17
Bayam,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Bangkok,2,0,3
Bayam,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Bangkok,2,0,24
Bayam,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Bangkok,2,0,7
Bayam,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Bangkok,2,0,20
Bayam,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Bangkok,2,0,0
Bayam,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Bangkok,2,0,1
Bayam,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Bangkok,2,0,9
Bayam,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Bangkok,2,0,25
Bayam,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Bangkok,2,0,13
Bayam,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Bangkok,2,0,18
Bayam,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Bangkok,2,0,22
Bayam,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Bangkok,2,0,26
Bayam,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Bangkok,2,0,8
Bayam,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Bangkok,2,0,12
Bayam,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Bangkok,2,0,4
Bayam,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Cempaka,6,0,19
Bayam,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Cempaka,6,0,14
Bayam,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Cempaka,6,0,15
Bayam,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Cempaka,6,0,2
Bayam,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Cempaka,6,0,6
Bayam,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Cempaka,6,0,21
Bayam,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Cempaka,6,0,23
Bayam,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Cempaka,6,0,5
Bayam,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Cempaka,6,0,11
Bayam,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Cempaka,6,0,10
Bayam,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Cempaka,6,0,16
Bayam,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Cempaka,6,0,17
Bayam,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Cempaka,6,0,3
Bayam,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Cempaka,6,0,24
Bayam,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Cempaka,6,0,7
Bayam,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Cempaka,6,0,20
Bayam,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Cempaka,6,0,0
Bayam,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Cempaka,6,0,1
Bayam,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Cempaka,6,0,9
Bayam,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Cempaka,6,0,25
Bayam,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Cempaka,6,0,13
Bayam,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Cempaka,6,0,18
Bayam,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Cempaka,6,0,22
Bayam,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Cempaka,6,0,26
Bayam,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Cempaka,6,0,8
Bayam,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Cempaka,6,0,12
Bayam,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Cempaka,6,0,4
